ID_participant,cog_load,pft_stim,first_procedure,operations1.corr,operations1.rt,operations2.corr,operations2.rt,operations3.corr,operations3.rt,gender,age,vosi_object,vosi_spatial,exp_model,exp_photo,exp_math,exp_experiment
21,1,PFT1.png,ATT,0,5.6606095,-,-,-,-,f,19,66,38,1,7,6,0
21,1,PFT18.png,ATT,-,-,-,-,1,20.2119151,f,19,66,38,1,7,6,0
21,1,PFT15.png,ATT,-,-,0,20.66823,-,-,f,19,66,38,1,7,6,0
21,1,PFT2.png,ATT,1,6.5346047,-,-,-,-,f,19,66,38,1,7,6,0
21,1,PFT10.png,ATT,-,-,0,8.5441642,-,-,f,19,66,38,1,7,6,0
21,1,PFT16.png,ATT,-,-,0,20.3153974,-,-,f,19,66,38,1,7,6,0
21,1,PFT4.png,ATT,0,2.38258,-,-,-,-,f,19,66,38,1,7,6,0
21,1,PFT19.png,ATT,-,-,-,-,0,7.8071006,f,19,66,38,1,7,6,0
21,1,PFT23.png,ATT,-,-,-,-,0,18.5074132,f,19,66,38,1,7,6,0
21,1,PFT17.png,ATT,-,-,-,-,0,11.3046079,f,19,66,38,1,7,6,0
21,1,PFT21.png,ATT,-,-,-,-,0,22.4547667,f,19,66,38,1,7,6,0
21,1,PFT8.png,ATT,0,6.3023429,-,-,-,-,f,19,66,38,1,7,6,0
21,1,PFT11.png,ATT,-,-,0,27.9217436,-,-,f,19,66,38,1,7,6,0
21,1,PFT6.png,ATT,0,1.8663996,-,-,-,-,f,19,66,38,1,7,6,0
21,1,PFT9.png,ATT,-,-,0,2.5094641,-,-,f,19,66,38,1,7,6,0
21,1,PFT5.png,ATT,1,1.7561883,-,-,-,-,f,19,66,38,1,7,6,0
21,1,PFT24.png,ATT,-,-,-,-,0,13.0694952,f,19,66,38,1,7,6,0
21,1,PFT3.png,ATT,0,4.1729031,-,-,-,-,f,19,66,38,1,7,6,0
21,1,PFT7.png,ATT,0,2.216948,-,-,-,-,f,19,66,38,1,7,6,0
22,1,PFT17.png,ATT,-,-,-,-,0,5.1466865,f,19,54,44,1,3,4,0
22,1,PFT7.png,ATT,1,3.6495265,-,-,-,-,f,19,54,44,1,3,4,0
22,1,PFT3.png,ATT,0,6.3530647,-,-,-,-,f,19,54,44,1,3,4,0
22,1,PFT5.png,ATT,1,4.623319,-,-,-,-,f,19,54,44,1,3,4,0
22,1,PFT13.png,ATT,-,-,0,6.7646492,-,-,f,19,54,44,1,3,4,0
22,1,PFT19.png,ATT,-,-,-,-,0,9.011038,f,19,54,44,1,3,4,0
22,1,PFT15.png,ATT,-,-,1,6.3248246,-,-,f,19,54,44,1,3,4,0
22,1,PFT1.png,ATT,1,7.9449378,-,-,-,-,f,19,54,44,1,3,4,0
22,1,PFT23.png,ATT,-,-,-,-,1,3.5560565,f,19,54,44,1,3,4,0
22,1,PFT9.png,ATT,-,-,0,5.0370488,-,-,f,19,54,44,1,3,4,0
22,1,PFT11.png,ATT,-,-,1,5.2830849,-,-,f,19,54,44,1,3,4,0
22,1,PFT8.png,ATT,1,2.5066737,-,-,-,-,f,19,54,44,1,3,4,0
22,1,PFT4.png,ATT,1,3.0268293,-,-,-,-,f,19,54,44,1,3,4,0
22,1,PFT24.png,ATT,-,-,-,-,0,7.2388864,f,19,54,44,1,3,4,0
