ID_participant,cog_load,animal,tail,covered,resolution,att_resp.corr,att_resp.rt,first_procedure,gender,age,vosi_object,vosi_spatial,exp_model,exp_photo,exp_math,exp_experiment
006,0,Bear,Short,Left,low,1,0.7135497,ATT,f,21,60,40,1,2,4,0
006,0,Fox,Long,Right,high,0,1.7935255,ATT,f,21,60,40,1,2,4,0
006,0,Horse,Long,Right,medium,1,8.2016896,ATT,f,21,60,40,1,2,4,0
006,0,Deer,Short,Left,low,1,1.1782057,ATT,f,21,60,40,1,2,4,0
006,0,Fox,Long,Right,medium,1,1.3439651,ATT,f,21,60,40,1,2,4,0
006,0,Bull,Long,Left,medium,0,1.100565,ATT,f,21,60,40,1,2,4,0
006,0,Elephant,Short,Right,medium,1,0.9817954,ATT,f,21,60,40,1,2,4,0
006,0,Wolf,Long,Right,medium,0,1.0969573,ATT,f,21,60,40,1,2,4,0
006,0,Crow,Long,Left,low,1,18.1749299,ATT,f,21,60,40,1,2,4,0
006,0,Hippo,Short,Left,medium,1,1.8561504,ATT,f,21,60,40,1,2,4,0
006,0,Bear,Short,Left,medium,1,0.6529138,ATT,f,21,60,40,1,2,4,0
006,0,Camel,Short,Right,medium,1,1.0442634,ATT,f,21,60,40,1,2,4,0
006,0,Crow,Long,Left,high,1,2.6512016,ATT,f,21,60,40,1,2,4,0
006,0,Kangaroo,Long,Left,high,1,1.1619283,ATT,f,21,60,40,1,2,4,0
006,0,Mole,Short,Right,high,1,1.5446397,ATT,f,21,60,40,1,2,4,0
006,0,Lamb,Short,Right,high,1,0.9407846,ATT,f,21,60,40,1,2,4,0
006,0,Elephant,Short,Right,high,1,0.8751982,ATT,f,21,60,40,1,2,4,0
006,0,Sheep,Short,Right,low,1,1.7295238,ATT,f,21,60,40,1,2,4,0
006,0,Deer,Short,Left,high,1,0.5741387,ATT,f,21,60,40,1,2,4,0
006,0,Hippo,Short,Left,high,1,0.5492514,ATT,f,21,60,40,1,2,4,0
006,0,Chameleon,Long,Right,high,1,0.8171142,ATT,f,21,60,40,1,2,4,0
006,0,Giraffe,Long,Left,low,0,1.1432651,ATT,f,21,60,40,1,2,4,0
006,0,Horse,Long,Right,high,1,0.929774,ATT,f,21,60,40,1,2,4,0
006,0,Jaguar,Long,Left,low,0,2.4500844,ATT,f,21,60,40,1,2,4,0
006,0,Chameleon,Long,Right,medium,1,1.5357606,ATT,f,21,60,40,1,2,4,0
006,0,Goat,Short,Left,low,1,2.0908142,ATT,f,21,60,40,1,2,4,0
006,0,Jaguar,Long,Left,high,1,1.309455,ATT,f,21,60,40,1,2,4,0
006,0,Deer,Short,Left,medium,1,0.8802357,ATT,f,21,60,40,1,2,4,0
006,0,Goat,Short,Left,high,1,1.085576,ATT,f,21,60,40,1,2,4,0
006,0,Mole,Short,Right,low,1,1.0648772,ATT,f,21,60,40,1,2,4,0
006,0,Kangaroo,Long,Left,low,1,0.923193,ATT,f,21,60,40,1,2,4,0
006,0,Pig,Short,Right,high,1,0.8191889,ATT,f,21,60,40,1,2,4,0
006,0,Bull,Long,Left,low,0,0.860903,ATT,f,21,60,40,1,2,4,0
006,0,Lion,Long,Right,low,1,1.1285316,ATT,f,21,60,40,1,2,4,0
006,0,Monkey,Long,Left,low,1,1.4213569,ATT,f,21,60,40,1,2,4,0
006,0,Crow,Long,Left,medium,1,1.2206532,ATT,f,21,60,40,1,2,4,0
006,0,Monkey,Long,Left,medium,1,0.6570928,ATT,f,21,60,40,1,2,4,0
006,0,Panda,Short,Left,medium,1,0.84162,ATT,f,21,60,40,1,2,4,0
006,0,Monkey,Long,Left,high,1,0.8085238,ATT,f,21,60,40,1,2,4,0
006,0,Giraffe,Long,Left,medium,0,0.7273826,ATT,f,21,60,40,1,2,4,0
006,0,Panda,Short,Left,low,1,0.6140818,ATT,f,21,60,40,1,2,4,0
006,0,Gazelle,Short,Right,medium,1,0.8316733,ATT,f,21,60,40,1,2,4,0
006,0,Horse,Long,Right,low,1,0.8043961,ATT,f,21,60,40,1,2,4,0
006,0,Jaguar,Long,Left,medium,1,0.7059575,ATT,f,21,60,40,1,2,4,0
006,0,Mole,Short,Right,medium,1,0.9110532,ATT,f,21,60,40,1,2,4,0
006,0,Lamb,Short,Right,medium,1,0.6399559,ATT,f,21,60,40,1,2,4,0
006,0,Fox,Long,Right,low,1,0.6842299,ATT,f,21,60,40,1,2,4,0
006,0,Rhino,Short,Left,high,1,0.68447,ATT,f,21,60,40,1,2,4,0
006,0,Lion,Long,Right,medium,0,2.2382821,ATT,f,21,60,40,1,2,4,0
006,0,Pig,Short,Right,low,1,0.5645644,ATT,f,21,60,40,1,2,4,0
006,0,Wolf,Long,Right,high,0,0.9391285,ATT,f,21,60,40,1,2,4,0
006,0,Tiger,Long,Right,high,1,1.6341999,ATT,f,21,60,40,1,2,4,0
006,0,Camel,Short,Right,high,1,0.7773443,ATT,f,21,60,40,1,2,4,0
006,0,Sheep,Short,Right,high,1,0.6075703,ATT,f,21,60,40,1,2,4,0
006,0,Pig,Short,Right,medium,1,0.6747916,ATT,f,21,60,40,1,2,4,0
006,0,Chameleon,Long,Right,low,1,0.9525372,ATT,f,21,60,40,1,2,4,0
006,0,Zebra,Long,Left,low,0,0.8893009,ATT,f,21,60,40,1,2,4,0
006,0,Elephant,Short,Right,low,1,0.8358331,ATT,f,21,60,40,1,2,4,0
006,0,Bull,Long,Left,high,0,1.4994447,ATT,f,21,60,40,1,2,4,0
006,0,Zebra,Long,Left,medium,0,0.6957505,ATT,f,21,60,40,1,2,4,0
006,0,Rhino,Short,Left,medium,1,0.7211099,ATT,f,21,60,40,1,2,4,0
006,0,Giraffe,Long,Left,high,0,0.7189648,ATT,f,21,60,40,1,2,4,0
006,0,Camel,Short,Right,low,1,0.8056282,ATT,f,21,60,40,1,2,4,0
006,0,Zebra,Long,Left,high,0,0.6258713,ATT,f,21,60,40,1,2,4,0
006,0,Lamb,Short,Right,low,1,0.9228452,ATT,f,21,60,40,1,2,4,0
006,0,Tiger,Long,Right,low,0,0.5891762,ATT,f,21,60,40,1,2,4,0
006,0,Tiger,Long,Right,medium,1,0.8387018,ATT,f,21,60,40,1,2,4,0
006,0,Gazelle,Short,Right,high,1,0.6992361,ATT,f,21,60,40,1,2,4,0
006,0,Goat,Short,Left,medium,1,0.6241881,ATT,f,21,60,40,1,2,4,0
006,0,Lion,Long,Right,high,0,1.1593808,ATT,f,21,60,40,1,2,4,0
006,0,Rhino,Short,Left,low,1,0.7644434,ATT,f,21,60,40,1,2,4,0
006,0,Bear,Short,Left,high,1,0.6278415,ATT,f,21,60,40,1,2,4,0
006,0,Gazelle,Short,Right,low,1,0.7111623,ATT,f,21,60,40,1,2,4,0
006,0,Hippo,Short,Left,low,1,0.5776763,ATT,f,21,60,40,1,2,4,0
006,0,Sheep,Short,Right,medium,1,0.5278702,ATT,f,21,60,40,1,2,4,0
006,0,Kangaroo,Long,Left,medium,1,0.6543295,ATT,f,21,60,40,1,2,4,0
006,0,Panda,Short,Left,high,1,0.5519375,ATT,f,21,60,40,1,2,4,0
021,1,Sheep,Short,Right,medium,1,11.3412466,ATT,f,19,66,38,1,7,6,0
021,1,Jaguar,Long,Left,low,0,2.8868512,ATT,f,19,66,38,1,7,6,0
021,1,Zebra,Long,Left,high,1,1.7091806,ATT,f,19,66,38,1,7,6,0
021,1,Crow,Long,Left,medium,0,1.8214503,ATT,f,19,66,38,1,7,6,0
021,1,Tiger,Long,Right,low,1,1.0060094,ATT,f,19,66,38,1,7,6,0
021,1,Giraffe,Long,Left,low,1,1.809747,ATT,f,19,66,38,1,7,6,0
021,1,Bull,Long,Left,high,1,1.6334684,ATT,f,19,66,38,1,7,6,0
021,1,Pig,Short,Right,high,1,1.2500035,ATT,f,19,66,38,1,7,6,0
021,1,Camel,Short,Right,high,1,1.1692341,ATT,f,19,66,38,1,7,6,0
021,1,Rhino,Short,Left,high,0,2.6664151,ATT,f,19,66,38,1,7,6,0
021,1,Mole,Short,Right,medium,1,1.3153088,ATT,f,19,66,38,1,7,6,0
021,1,Chameleon,Long,Right,high,0,2.1985095,ATT,f,19,66,38,1,7,6,0
021,1,Goat,Short,Left,medium,1,1.1843661,ATT,f,19,66,38,1,7,6,0
021,1,Elephant,Short,Right,high,0,1.6380928,ATT,f,19,66,38,1,7,6,0
021,1,Zebra,Long,Left,medium,1,2.3990074,ATT,f,19,66,38,1,7,6,0
021,1,Fox,Long,Right,low,1,1.9031541,ATT,f,19,66,38,1,7,6,0
021,1,Fox,Long,Right,medium,1,1.287775,ATT,f,19,66,38,1,7,6,0
021,1,Fox,Long,Right,high,0,1.3037354,ATT,f,19,66,38,1,7,6,0
021,1,Rhino,Short,Left,low,0,1.3876005,ATT,f,19,66,38,1,7,6,0
021,1,Wolf,Long,Right,low,1,1.655099,ATT,f,19,66,38,1,7,6,0
021,1,Panda,Short,Left,high,1,0.8947,ATT,f,19,66,38,1,7,6,0
021,1,Giraffe,Long,Left,high,0,1.2534028,ATT,f,19,66,38,1,7,6,0
021,1,Elephant,Short,Right,low,0,3.1710552,ATT,f,19,66,38,1,7,6,0
021,1,Goat,Short,Left,high,1,2.4014963,ATT,f,19,66,38,1,7,6,0
021,1,Jaguar,Long,Left,high,0,1.5473267,ATT,f,19,66,38,1,7,6,0
021,1,Monkey,Long,Left,high,0,0.8910869,ATT,f,19,66,38,1,7,6,0
021,1,Hippo,Short,Left,high,0,2.187909,ATT,f,19,66,38,1,7,6,0
021,1,Chameleon,Long,Right,medium,0,1.149434,ATT,f,19,66,38,1,7,6,0
021,1,Wolf,Long,Right,high,1,1.436881,ATT,f,19,66,38,1,7,6,0
021,1,Tiger,Long,Right,medium,1,1.8127829,ATT,f,19,66,38,1,7,6,0
021,1,Jaguar,Long,Left,medium,1,1.6489226,ATT,f,19,66,38,1,7,6,0
021,1,Giraffe,Long,Left,medium,0,1.7859459,ATT,f,19,66,38,1,7,6,0
021,1,Horse,Long,Right,medium,1,1.8827415,ATT,f,19,66,38,1,7,6,0
021,1,Bear,Short,Left,high,1,1.5148579,ATT,f,19,66,38,1,7,6,0
021,1,Mole,Short,Right,high,0,1.5657949,ATT,f,19,66,38,1,7,6,0
021,1,Pig,Short,Right,low,1,1.7688075,ATT,f,19,66,38,1,7,6,0
021,1,Gazelle,Short,Right,low,0,2.0655594,ATT,f,19,66,38,1,7,6,0
021,1,Bull,Long,Left,medium,1,1.0028157,ATT,f,19,66,38,1,7,6,0
021,1,Crow,Long,Left,low,0,1.107598,ATT,f,19,66,38,1,7,6,0
021,1,Deer,Short,Left,high,0,1.0395219,ATT,f,19,66,38,1,7,6,0
021,1,Bull,Long,Left,low,0,2.5119398,ATT,f,19,66,38,1,7,6,0
021,1,Wolf,Long,Right,medium,1,1.7879502,ATT,f,19,66,38,1,7,6,0
021,1,Pig,Short,Right,medium,1,2.9859977,ATT,f,19,66,38,1,7,6,0
021,1,Hippo,Short,Left,low,1,3.1343897,ATT,f,19,66,38,1,7,6,0
021,1,Deer,Short,Left,low,0,0.972481,ATT,f,19,66,38,1,7,6,0
021,1,Sheep,Short,Right,low,1,0.7322355,ATT,f,19,66,38,1,7,6,0
021,1,Mole,Short,Right,low,1,1.7429858,ATT,f,19,66,38,1,7,6,0
021,1,Bear,Short,Left,low,1,4.3465189,ATT,f,19,66,38,1,7,6,0
021,1,Rhino,Short,Left,medium,1,2.3206585,ATT,f,19,66,38,1,7,6,0
021,1,Kangaroo,Long,Left,medium,0,0.9136547,ATT,f,19,66,38,1,7,6,0
021,1,Lion,Long,Right,high,1,1.0759165,ATT,f,19,66,38,1,7,6,0
021,1,Kangaroo,Long,Left,high,0,0.9465328,ATT,f,19,66,38,1,7,6,0
021,1,Horse,Long,Right,high,1,1.8947004,ATT,f,19,66,38,1,7,6,0
021,1,Camel,Short,Right,low,0,0.758904,ATT,f,19,66,38,1,7,6,0
021,1,Deer,Short,Left,medium,1,1.2163346,ATT,f,19,66,38,1,7,6,0
021,1,Gazelle,Short,Right,high,1,2.1643576,ATT,f,19,66,38,1,7,6,0
021,1,Gazelle,Short,Right,medium,1,1.5740784,ATT,f,19,66,38,1,7,6,0
021,1,Lamb,Short,Right,high,1,1.1782111,ATT,f,19,66,38,1,7,6,0
021,1,Horse,Long,Right,low,1,1.0142637,ATT,f,19,66,38,1,7,6,0
021,1,Elephant,Short,Right,medium,0,1.016603,ATT,f,19,66,38,1,7,6,0
021,1,Lion,Long,Right,low,0,1.388646,ATT,f,19,66,38,1,7,6,0
021,1,Panda,Short,Left,low,1,2.4546325,ATT,f,19,66,38,1,7,6,0
021,1,Panda,Short,Left,medium,1,0.7471691,ATT,f,19,66,38,1,7,6,0
021,1,Tiger,Long,Right,high,1,1.5977513,ATT,f,19,66,38,1,7,6,0
021,1,Lion,Long,Right,medium,0,1.1449752,ATT,f,19,66,38,1,7,6,0
021,1,Monkey,Long,Left,low,0,1.1007608,ATT,f,19,66,38,1,7,6,0
021,1,Crow,Long,Left,high,0,2.3166461,ATT,f,19,66,38,1,7,6,0
021,1,Camel,Short,Right,medium,1,1.8769949,ATT,f,19,66,38,1,7,6,0
021,1,Chameleon,Long,Right,low,0,1.6961441,ATT,f,19,66,38,1,7,6,0
021,1,Zebra,Long,Left,low,0,0.7879945,ATT,f,19,66,38,1,7,6,0
021,1,Monkey,Long,Left,medium,0,1.0402821,ATT,f,19,66,38,1,7,6,0
021,1,Hippo,Short,Left,medium,1,1.4038066,ATT,f,19,66,38,1,7,6,0
021,1,Sheep,Short,Right,high,1,0.7856113,ATT,f,19,66,38,1,7,6,0
021,1,Bear,Short,Left,medium,0,0.7274874,ATT,f,19,66,38,1,7,6,0
021,1,Lamb,Short,Right,low,1,1.0603153,ATT,f,19,66,38,1,7,6,0
021,1,Lamb,Short,Right,medium,1,0.6345187,ATT,f,19,66,38,1,7,6,0
021,1,Goat,Short,Left,low,1,1.5856517,ATT,f,19,66,38,1,7,6,0
021,1,Kangaroo,Long,Left,low,0,0.7901359,ATT,f,19,66,38,1,7,6,0
022,1,Camel,Short,Right,medium,1,1.2345278,ATT,f,19,54,44,1,3,4,0
022,1,Fox,Long,Right,medium,1,1.8974617,ATT,f,19,54,44,1,3,4,0
022,1,Lion,Long,Right,low,1,1.8164431,ATT,f,19,54,44,1,3,4,0
022,1,Kangaroo,Long,Left,medium,0,1.0921188,ATT,f,19,54,44,1,3,4,0
022,1,Zebra,Long,Left,low,1,0.6860192,ATT,f,19,54,44,1,3,4,0
022,1,Goat,Short,Left,high,1,0.720912,ATT,f,19,54,44,1,3,4,0
022,1,Panda,Short,Left,medium,1,1.515262,ATT,f,19,54,44,1,3,4,0
022,1,Jaguar,Long,Left,high,1,0.5972239,ATT,f,19,54,44,1,3,4,0
022,1,Rhino,Short,Left,medium,1,0.9887734,ATT,f,19,54,44,1,3,4,0
022,1,Camel,Short,Right,high,1,1.5440692,ATT,f,19,54,44,1,3,4,0
022,1,Lamb,Short,Right,low,0,0.6547137,ATT,f,19,54,44,1,3,4,0
022,1,Giraffe,Long,Left,low,0,3.004344,ATT,f,19,54,44,1,3,4,0
022,1,Lamb,Short,Right,medium,1,2.6554949,ATT,f,19,54,44,1,3,4,0
022,1,Crow,Long,Left,low,1,3.2322609,ATT,f,19,54,44,1,3,4,0
022,1,Panda,Short,Left,low,1,0.7203197,ATT,f,19,54,44,1,3,4,0
022,1,Bear,Short,Left,high,1,0.6754476,ATT,f,19,54,44,1,3,4,0
022,1,Deer,Short,Left,medium,1,1.4085705,ATT,f,19,54,44,1,3,4,0
022,1,Monkey,Long,Left,medium,1,1.2556679,ATT,f,19,54,44,1,3,4,0
022,1,Sheep,Short,Right,medium,1,3.2302642,ATT,f,19,54,44,1,3,4,0
022,1,Pig,Short,Right,high,1,1.4078508,ATT,f,19,54,44,1,3,4,0
022,1,Hippo,Short,Left,low,1,1.7657196,ATT,f,19,54,44,1,3,4,0
022,1,Jaguar,Long,Left,medium,1,0.6560423,ATT,f,19,54,44,1,3,4,0
022,1,Lion,Long,Right,medium,1,1.807485,ATT,f,19,54,44,1,3,4,0
022,1,Lion,Long,Right,high,1,0.581112,ATT,f,19,54,44,1,3,4,0
022,1,Hippo,Short,Left,high,1,0.808734,ATT,f,19,54,44,1,3,4,0
022,1,Bull,Long,Left,low,0,1.6711882,ATT,f,19,54,44,1,3,4,0
022,1,Crow,Long,Left,medium,1,0.7759472,ATT,f,19,54,44,1,3,4,0
022,1,Fox,Long,Right,high,1,0.7673069,ATT,f,19,54,44,1,3,4,0
022,1,Zebra,Long,Left,high,1,0.6713802,ATT,f,19,54,44,1,3,4,0
022,1,Gazelle,Short,Right,high,1,1.5465126,ATT,f,19,54,44,1,3,4,0
022,1,Monkey,Long,Left,high,1,0.6259011,ATT,f,19,54,44,1,3,4,0
022,1,Camel,Short,Right,low,1,1.171162,ATT,f,19,54,44,1,3,4,0
022,1,Goat,Short,Left,low,1,3.9684286,ATT,f,19,54,44,1,3,4,0
022,1,Monkey,Long,Left,low,0,2.5137459,ATT,f,19,54,44,1,3,4,0
022,1,Giraffe,Long,Left,high,0,3.5335831,ATT,f,19,54,44,1,3,4,0
022,1,Pig,Short,Right,low,1,1.7847124,ATT,f,19,54,44,1,3,4,0
022,1,Mole,Short,Right,low,1,2.4300761,ATT,f,19,54,44,1,3,4,0
022,1,Bear,Short,Left,low,1,1.1169175,ATT,f,19,54,44,1,3,4,0
022,1,Chameleon,Long,Right,high,1,0.5608389,ATT,f,19,54,44,1,3,4,0
022,1,Sheep,Short,Right,high,1,0.672669,ATT,f,19,54,44,1,3,4,0
022,1,Crow,Long,Left,high,1,0.6688313,ATT,f,19,54,44,1,3,4,0
022,1,Deer,Short,Left,high,1,1.782465,ATT,f,19,54,44,1,3,4,0
022,1,Rhino,Short,Left,low,1,0.7091531,ATT,f,19,54,44,1,3,4,0
022,1,Mole,Short,Right,high,1,1.5251548,ATT,f,19,54,44,1,3,4,0
022,1,Bear,Short,Left,medium,1,0.7144048,ATT,f,19,54,44,1,3,4,0
022,1,Hippo,Short,Left,medium,1,0.6447125,ATT,f,19,54,44,1,3,4,0
022,1,Deer,Short,Left,low,1,2.5027146,ATT,f,19,54,44,1,3,4,0
022,1,Wolf,Long,Right,high,1,3.7212577,ATT,f,19,54,44,1,3,4,0
022,1,Tiger,Long,Right,high,1,0.5375625,ATT,f,19,54,44,1,3,4,0
022,1,Goat,Short,Left,medium,1,2.0126483,ATT,f,19,54,44,1,3,4,0
022,1,Horse,Long,Right,medium,1,0.906917,ATT,f,19,54,44,1,3,4,0
022,1,Bull,Long,Left,medium,0,3.112607,ATT,f,19,54,44,1,3,4,0
022,1,Lamb,Short,Right,high,1,0.7737411,ATT,f,19,54,44,1,3,4,0
022,1,Elephant,Short,Right,high,0,1.3418028,ATT,f,19,54,44,1,3,4,0
022,1,Elephant,Short,Right,medium,0,1.3942354,ATT,f,19,54,44,1,3,4,0
022,1,Fox,Long,Right,low,1,1.478145,ATT,f,19,54,44,1,3,4,0
022,1,Chameleon,Long,Right,low,1,0.5747049,ATT,f,19,54,44,1,3,4,0
022,1,Panda,Short,Left,high,1,0.6453798,ATT,f,19,54,44,1,3,4,0
022,1,Giraffe,Long,Left,medium,1,2.6488252,ATT,f,19,54,44,1,3,4,0
022,1,Horse,Long,Right,low,1,2.2530825,ATT,f,19,54,44,1,3,4,0
022,1,Gazelle,Short,Right,medium,1,1.6453463,ATT,f,19,54,44,1,3,4,0
022,1,Jaguar,Long,Left,low,1,0.8443198,ATT,f,19,54,44,1,3,4,0
022,1,Horse,Long,Right,high,1,0.6437657,ATT,f,19,54,44,1,3,4,0
022,1,Wolf,Long,Right,medium,1,0.7238891,ATT,f,19,54,44,1,3,4,0
022,1,Kangaroo,Long,Left,high,1,0.8964451,ATT,f,19,54,44,1,3,4,0
022,1,Zebra,Long,Left,medium,1,1.7215064,ATT,f,19,54,44,1,3,4,0
022,1,Rhino,Short,Left,high,1,0.6302837,ATT,f,19,54,44,1,3,4,0
022,1,Kangaroo,Long,Left,low,1,1.2564797,ATT,f,19,54,44,1,3,4,0
022,1,Tiger,Long,Right,medium,1,0.7960831,ATT,f,19,54,44,1,3,4,0
022,1,Pig,Short,Right,medium,1,1.493573,ATT,f,19,54,44,1,3,4,0
022,1,Gazelle,Short,Right,low,1,1.1182191,ATT,f,19,54,44,1,3,4,0
022,1,Wolf,Long,Right,low,1,0.9865494,ATT,f,19,54,44,1,3,4,0
022,1,Chameleon,Long,Right,medium,1,1.3966235,ATT,f,19,54,44,1,3,4,0
022,1,Mole,Short,Right,medium,1,0.7056501,ATT,f,19,54,44,1,3,4,0
022,1,Elephant,Short,Right,low,0,1.2720693,ATT,f,19,54,44,1,3,4,0
022,1,Bull,Long,Left,high,0,1.1010832,ATT,f,19,54,44,1,3,4,0
022,1,Sheep,Short,Right,low,1,1.45771,ATT,f,19,54,44,1,3,4,0
022,1,Tiger,Long,Right,low,1,0.8290174,ATT,f,19,54,44,1,3,4,0
031,1,Giraffe,Long,Left,low,0,5.5067348,PFT,f,19,60,37,1,6,4,0
031,1,Wolf,Long,Right,high,1,1.1028169,PFT,f,19,60,37,1,6,4,0
031,1,Lion,Long,Right,low,0,1.7615419,PFT,f,19,60,37,1,6,4,0
031,1,Giraffe,Long,Left,high,0,2.5911369,PFT,f,19,60,37,1,6,4,0
031,1,Panda,Short,Left,low,1,1.1261989,PFT,f,19,60,37,1,6,4,0
031,1,Horse,Long,Right,medium,0,1.4420634,PFT,f,19,60,37,1,6,4,0
031,1,Fox,Long,Right,medium,1,0.9363653,PFT,f,19,60,37,1,6,4,0
031,1,Panda,Short,Left,high,1,1.2823617,PFT,f,19,60,37,1,6,4,0
031,1,Mole,Short,Right,high,1,0.8466878,PFT,f,19,60,37,1,6,4,0
031,1,Bear,Short,Left,low,0,1.7952002,PFT,f,19,60,37,1,6,4,0
031,1,Camel,Short,Right,medium,1,1.3803674,PFT,f,19,60,37,1,6,4,0
031,1,Chameleon,Long,Right,medium,1,1.6901982,PFT,f,19,60,37,1,6,4,0
031,1,Zebra,Long,Left,medium,0,2.866753,PFT,f,19,60,37,1,6,4,0
031,1,Rhino,Short,Left,low,1,1.3191914,PFT,f,19,60,37,1,6,4,0
031,1,Gazelle,Short,Right,medium,1,1.3562789,PFT,f,19,60,37,1,6,4,0
031,1,Kangaroo,Long,Left,medium,1,1.6354136,PFT,f,19,60,37,1,6,4,0
031,1,Elephant,Short,Right,low,1,2.0845539,PFT,f,19,60,37,1,6,4,0
031,1,Giraffe,Long,Left,medium,0,1.1583343,PFT,f,19,60,37,1,6,4,0
031,1,Horse,Long,Right,high,1,4.6788247,PFT,f,19,60,37,1,6,4,0
031,1,Monkey,Long,Left,medium,1,1.5728934,PFT,f,19,60,37,1,6,4,0
031,1,Sheep,Short,Right,high,1,1.536171,PFT,f,19,60,37,1,6,4,0
031,1,Gazelle,Short,Right,high,1,1.2943738,PFT,f,19,60,37,1,6,4,0
031,1,Rhino,Short,Left,high,1,2.4442711,PFT,f,19,60,37,1,6,4,0
031,1,Sheep,Short,Right,medium,1,1.7925374,PFT,f,19,60,37,1,6,4,0
031,1,Lion,Long,Right,medium,1,3.4543586,PFT,f,19,60,37,1,6,4,0
031,1,Tiger,Long,Right,low,1,1.4768685,PFT,f,19,60,37,1,6,4,0
031,1,Bear,Short,Left,medium,1,0.7592975,PFT,f,19,60,37,1,6,4,0
031,1,Lamb,Short,Right,low,0,3.8126597,PFT,f,19,60,37,1,6,4,0
031,1,Deer,Short,Left,high,1,1.3082943,PFT,f,19,60,37,1,6,4,0
031,1,Deer,Short,Left,medium,1,0.773127,PFT,f,19,60,37,1,6,4,0
031,1,Wolf,Long,Right,low,1,0.6905312,PFT,f,19,60,37,1,6,4,0
031,1,Goat,Short,Left,high,1,0.8133338,PFT,f,19,60,37,1,6,4,0
031,1,Chameleon,Long,Right,high,1,0.81091,PFT,f,19,60,37,1,6,4,0
031,1,Lamb,Short,Right,medium,1,0.8060734,PFT,f,19,60,37,1,6,4,0
031,1,Gazelle,Short,Right,low,1,2.0498291,PFT,f,19,60,37,1,6,4,0
031,1,Camel,Short,Right,low,1,0.6533635,PFT,f,19,60,37,1,6,4,0
031,1,Deer,Short,Left,low,1,1.1429168,PFT,f,19,60,37,1,6,4,0
031,1,Hippo,Short,Left,high,1,0.7669538,PFT,f,19,60,37,1,6,4,0
031,1,Pig,Short,Right,medium,1,0.7891886,PFT,f,19,60,37,1,6,4,0
031,1,Camel,Short,Right,high,1,0.7419471,PFT,f,19,60,37,1,6,4,0
031,1,Fox,Long,Right,low,1,0.9203367,PFT,f,19,60,37,1,6,4,0
031,1,Monkey,Long,Left,high,1,0.581658,PFT,f,19,60,37,1,6,4,0
031,1,Hippo,Short,Left,low,1,0.6303093,PFT,f,19,60,37,1,6,4,0
031,1,Tiger,Long,Right,medium,1,0.6555876,PFT,f,19,60,37,1,6,4,0
031,1,Horse,Long,Right,low,1,0.7235636,PFT,f,19,60,37,1,6,4,0
031,1,Zebra,Long,Left,high,1,3.336261,PFT,f,19,60,37,1,6,4,0
031,1,Bull,Long,Left,medium,0,0.6465211,PFT,f,19,60,37,1,6,4,0
031,1,Zebra,Long,Left,low,1,0.9448608,PFT,f,19,60,37,1,6,4,0
031,1,Crow,Long,Left,low,0,1.3235298,PFT,f,19,60,37,1,6,4,0
031,1,Lion,Long,Right,high,1,1.4128348,PFT,f,19,60,37,1,6,4,0
031,1,Fox,Long,Right,high,1,1.2801035,PFT,f,19,60,37,1,6,4,0
031,1,Goat,Short,Left,medium,1,0.6391269,PFT,f,19,60,37,1,6,4,0
031,1,Elephant,Short,Right,high,1,1.6332963,PFT,f,19,60,37,1,6,4,0
031,1,Bear,Short,Left,high,1,0.6460981,PFT,f,19,60,37,1,6,4,0
031,1,Sheep,Short,Right,low,0,1.4477501,PFT,f,19,60,37,1,6,4,0
031,1,Kangaroo,Long,Left,high,1,0.8238898,PFT,f,19,60,37,1,6,4,0
031,1,Kangaroo,Long,Left,low,1,1.6987479,PFT,f,19,60,37,1,6,4,0
031,1,Pig,Short,Right,low,1,0.6335528,PFT,f,19,60,37,1,6,4,0
031,1,Goat,Short,Left,low,1,0.805904,PFT,f,19,60,37,1,6,4,0
031,1,Jaguar,Long,Left,high,1,1.0599435,PFT,f,19,60,37,1,6,4,0
031,1,Crow,Long,Left,high,1,3.5861766,PFT,f,19,60,37,1,6,4,0
031,1,Panda,Short,Left,medium,1,0.856887,PFT,f,19,60,37,1,6,4,0
031,1,Wolf,Long,Right,medium,1,0.6108793,PFT,f,19,60,37,1,6,4,0
031,1,Pig,Short,Right,high,1,0.4993969,PFT,f,19,60,37,1,6,4,0
031,1,Crow,Long,Left,medium,1,3.5107305,PFT,f,19,60,37,1,6,4,0
031,1,Rhino,Short,Left,medium,1,0.5532037,PFT,f,19,60,37,1,6,4,0
031,1,Jaguar,Long,Left,medium,1,0.5538127,PFT,f,19,60,37,1,6,4,0
031,1,Chameleon,Long,Right,low,1,0.7003923,PFT,f,19,60,37,1,6,4,0
031,1,Jaguar,Long,Left,low,1,0.5980714,PFT,f,19,60,37,1,6,4,0
031,1,Mole,Short,Right,low,1,0.6585223,PFT,f,19,60,37,1,6,4,0
031,1,Monkey,Long,Left,low,1,0.8282257,PFT,f,19,60,37,1,6,4,0
031,1,Elephant,Short,Right,medium,1,0.7634773,PFT,f,19,60,37,1,6,4,0
031,1,Tiger,Long,Right,high,1,0.7280715,PFT,f,19,60,37,1,6,4,0
031,1,Bull,Long,Left,high,0,0.6179485,PFT,f,19,60,37,1,6,4,0
031,1,Hippo,Short,Left,medium,1,0.6181614,PFT,f,19,60,37,1,6,4,0
031,1,Lamb,Short,Right,high,1,0.8436693,PFT,f,19,60,37,1,6,4,0
