ID_participant,cog_load,animal,tail,covered,resolution,att_resp.corr,att_resp.rt,first_procedure,gender,age,vosi_object,vosi_spatial,exp_model,exp_photo,exp_math,exp_experiment
025,1,Lion,Long,Right,low,0,2.1676073,ATT,f,21,69,38,1,5,2,0
026,1,Monkey,Long,Left,high,1,1.5881963,ATT,f,19,55,40,1,3,6,1
026,1,Jaguar,Long,Left,high,1,1.9800939,ATT,f,19,55,40,1,3,6,1
026,1,Bull,Long,Left,medium,0,1.5462629,ATT,f,19,55,40,1,3,6,1
026,1,Tiger,Long,Right,low,1,2.8933897,ATT,f,19,55,40,1,3,6,1
026,1,Rhino,Short,Left,low,1,1.7546792,ATT,f,19,55,40,1,3,6,1
026,1,Mole,Short,Right,low,1,1.9540728,ATT,f,19,55,40,1,3,6,1
026,1,Fox,Long,Right,low,1,4.4588842,ATT,f,19,55,40,1,3,6,1
026,1,Panda,Short,Left,high,1,1.4022058,ATT,f,19,55,40,1,3,6,1
026,1,Crow,Long,Left,high,0,2.0473058,ATT,f,19,55,40,1,3,6,1
026,1,Lion,Long,Right,high,0,1.8463773,ATT,f,19,55,40,1,3,6,1
026,1,Kangaroo,Long,Left,medium,1,2.9633796,ATT,f,19,55,40,1,3,6,1
026,1,Goat,Short,Left,low,1,2.1106579,ATT,f,19,55,40,1,3,6,1
026,1,Gazelle,Short,Right,low,1,3.0430071,ATT,f,19,55,40,1,3,6,1
026,1,Hippo,Short,Left,high,1,0.9668912,ATT,f,19,55,40,1,3,6,1
026,1,Fox,Long,Right,medium,0,2.0378545,ATT,f,19,55,40,1,3,6,1
026,1,Giraffe,Long,Left,low,0,1.0021402,ATT,f,19,55,40,1,3,6,1
026,1,Zebra,Long,Left,high,0,2.2623332,ATT,f,19,55,40,1,3,6,1
026,1,Zebra,Long,Left,low,0,2.3916786,ATT,f,19,55,40,1,3,6,1
026,1,Lion,Long,Right,medium,0,2.3214299,ATT,f,19,55,40,1,3,6,1
026,1,Pig,Short,Right,medium,1,1.1043231,ATT,f,19,55,40,1,3,6,1
026,1,Hippo,Short,Left,medium,1,1.0996078,ATT,f,19,55,40,1,3,6,1
026,1,Sheep,Short,Right,low,0,1.9362514,ATT,f,19,55,40,1,3,6,1
026,1,Tiger,Long,Right,high,1,1.2090778,ATT,f,19,55,40,1,3,6,1
026,1,Horse,Long,Right,medium,1,1.1354551,ATT,f,19,55,40,1,3,6,1
026,1,Chameleon,Long,Right,high,1,1.2569734,ATT,f,19,55,40,1,3,6,1
026,1,Bear,Short,Left,high,1,1.5496832,ATT,f,19,55,40,1,3,6,1
026,1,Elephant,Short,Right,high,1,1.5824102,ATT,f,19,55,40,1,3,6,1
026,1,Tiger,Long,Right,medium,1,3.6670447,ATT,f,19,55,40,1,3,6,1
026,1,Zebra,Long,Left,medium,0,1.1166067,ATT,f,19,55,40,1,3,6,1
026,1,Deer,Short,Left,low,1,1.2395317,ATT,f,19,55,40,1,3,6,1
026,1,Rhino,Short,Left,high,1,1.0713393,ATT,f,19,55,40,1,3,6,1
026,1,Camel,Short,Right,low,1,2.1854113,ATT,f,19,55,40,1,3,6,1
026,1,Goat,Short,Left,medium,1,3.3545804,ATT,f,19,55,40,1,3,6,1
026,1,Bear,Short,Left,low,1,2.8083338,ATT,f,19,55,40,1,3,6,1
026,1,Gazelle,Short,Right,medium,1,0.8874947,ATT,f,19,55,40,1,3,6,1
026,1,Horse,Long,Right,low,0,1.2516411,ATT,f,19,55,40,1,3,6,1
026,1,Camel,Short,Right,high,1,0.9138543,ATT,f,19,55,40,1,3,6,1
026,1,Kangaroo,Long,Left,low,1,1.2340875,ATT,f,19,55,40,1,3,6,1
026,1,Fox,Long,Right,high,0,1.9567528,ATT,f,19,55,40,1,3,6,1
026,1,Pig,Short,Right,high,1,0.9601164,ATT,f,19,55,40,1,3,6,1
026,1,Giraffe,Long,Left,medium,0,1.3940362,ATT,f,19,55,40,1,3,6,1
026,1,Monkey,Long,Left,low,0,2.4403785,ATT,f,19,55,40,1,3,6,1
026,1,Jaguar,Long,Left,medium,1,0.9755687,ATT,f,19,55,40,1,3,6,1
026,1,Mole,Short,Right,medium,1,2.5050855,ATT,f,19,55,40,1,3,6,1
026,1,Deer,Short,Left,high,1,2.8594534,ATT,f,19,55,40,1,3,6,1
026,1,Crow,Long,Left,medium,0,1.6937913,ATT,f,19,55,40,1,3,6,1
026,1,Goat,Short,Left,high,1,1.085985,ATT,f,19,55,40,1,3,6,1
026,1,Pig,Short,Right,low,1,1.3628267,ATT,f,19,55,40,1,3,6,1
026,1,Wolf,Long,Right,medium,1,1.3860219,ATT,f,19,55,40,1,3,6,1
026,1,Mole,Short,Right,high,1,1.4805539,ATT,f,19,55,40,1,3,6,1
026,1,Horse,Long,Right,high,1,1.3488185,ATT,f,19,55,40,1,3,6,1
026,1,Sheep,Short,Right,medium,1,1.6528343,ATT,f,19,55,40,1,3,6,1
026,1,Gazelle,Short,Right,high,1,1.9419387,ATT,f,19,55,40,1,3,6,1
026,1,Bull,Long,Left,low,0,2.1311006,ATT,f,19,55,40,1,3,6,1
026,1,Kangaroo,Long,Left,high,1,0.86181,ATT,f,19,55,40,1,3,6,1
026,1,Bear,Short,Left,medium,1,0.7437857,ATT,f,19,55,40,1,3,6,1
026,1,Jaguar,Long,Left,low,1,1.5317704,ATT,f,19,55,40,1,3,6,1
026,1,Elephant,Short,Right,low,1,1.2542296,ATT,f,19,55,40,1,3,6,1
026,1,Chameleon,Long,Right,low,1,0.9699177,ATT,f,19,55,40,1,3,6,1
026,1,Bull,Long,Left,high,0,1.3773194,ATT,f,19,55,40,1,3,6,1
026,1,Panda,Short,Left,medium,1,1.4387067,ATT,f,19,55,40,1,3,6,1
026,1,Hippo,Short,Left,low,1,1.2594977,ATT,f,19,55,40,1,3,6,1
026,1,Sheep,Short,Right,high,1,1.7442929,ATT,f,19,55,40,1,3,6,1
026,1,Camel,Short,Right,medium,1,2.8952958,ATT,f,19,55,40,1,3,6,1
026,1,Lamb,Short,Right,high,1,1.2702142,ATT,f,19,55,40,1,3,6,1
026,1,Monkey,Long,Left,medium,1,0.9221764,ATT,f,19,55,40,1,3,6,1
026,1,Crow,Long,Left,low,0,0.9332855,ATT,f,19,55,40,1,3,6,1
026,1,Giraffe,Long,Left,high,0,0.8350572,ATT,f,19,55,40,1,3,6,1
026,1,Lion,Long,Right,low,1,1.2826432,ATT,f,19,55,40,1,3,6,1
026,1,Wolf,Long,Right,high,1,1.3086508,ATT,f,19,55,40,1,3,6,1
026,1,Wolf,Long,Right,low,1,1.1409756,ATT,f,19,55,40,1,3,6,1
026,1,Deer,Short,Left,medium,1,0.7162273,ATT,f,19,55,40,1,3,6,1
026,1,Rhino,Short,Left,medium,1,0.9333898,ATT,f,19,55,40,1,3,6,1
026,1,Lamb,Short,Right,low,0,1.3717239,ATT,f,19,55,40,1,3,6,1
026,1,Chameleon,Long,Right,medium,1,1.3731173,ATT,f,19,55,40,1,3,6,1
026,1,Elephant,Short,Right,medium,1,0.7965577,ATT,f,19,55,40,1,3,6,1
026,1,Lamb,Short,Right,medium,1,1.5261925,ATT,f,19,55,40,1,3,6,1
026,1,Panda,Short,Left,low,1,2.6262892,ATT,f,19,55,40,1,3,6,1
027,1,Bear,Short,Left,medium,1,2.3313391,ATT,f,28,56,32,2,5,4,0
027,1,Tiger,Long,Right,low,0,1.7289802,ATT,f,28,56,32,2,5,4,0
027,1,Chameleon,Long,Right,low,0,3.979452,ATT,f,28,56,32,2,5,4,0
027,1,Monkey,Long,Left,medium,0,3.3175307,ATT,f,28,56,32,2,5,4,0
027,1,Zebra,Long,Left,high,0,1.8777795,ATT,f,28,56,32,2,5,4,0
027,1,Fox,Long,Right,medium,1,2.8975755,ATT,f,28,56,32,2,5,4,0
027,1,Mole,Short,Right,low,1,1.7463792,ATT,f,28,56,32,2,5,4,0
027,1,Jaguar,Long,Left,high,1,2.2714525,ATT,f,28,56,32,2,5,4,0
027,1,Gazelle,Short,Right,low,1,2.6565343,ATT,f,28,56,32,2,5,4,0
027,1,Elephant,Short,Right,low,0,4.1210261,ATT,f,28,56,32,2,5,4,0
027,1,Panda,Short,Left,high,1,2.5232289,ATT,f,28,56,32,2,5,4,0
027,1,Bear,Short,Left,high,1,1.8063053,ATT,f,28,56,32,2,5,4,0
027,1,Lion,Long,Right,low,0,2.4569757,ATT,f,28,56,32,2,5,4,0
027,1,Panda,Short,Left,medium,1,2.8655202,ATT,f,28,56,32,2,5,4,0
027,1,Elephant,Short,Right,medium,1,2.4654498,ATT,f,28,56,32,2,5,4,0
027,1,Sheep,Short,Right,low,1,1.626664,ATT,f,28,56,32,2,5,4,0
027,1,Deer,Short,Left,low,1,2.1958682,ATT,f,28,56,32,2,5,4,0
027,1,Wolf,Long,Right,medium,0,2.1636067,ATT,f,28,56,32,2,5,4,0
027,1,Monkey,Long,Left,low,1,1.9387134,ATT,f,28,56,32,2,5,4,0
027,1,Deer,Short,Left,medium,1,1.4290964,ATT,f,28,56,32,2,5,4,0
027,1,Zebra,Long,Left,low,0,2.3849713,ATT,f,28,56,32,2,5,4,0
027,1,Jaguar,Long,Left,low,1,4.8565952,ATT,f,28,56,32,2,5,4,0
027,1,Hippo,Short,Left,medium,1,2.4844806,ATT,f,28,56,32,2,5,4,0
027,1,Crow,Long,Left,medium,1,3.1979364,ATT,f,28,56,32,2,5,4,0
027,1,Gazelle,Short,Right,medium,1,3.1897774,ATT,f,28,56,32,2,5,4,0
027,1,Bull,Long,Left,high,0,2.9779919,ATT,f,28,56,32,2,5,4,0
027,1,Sheep,Short,Right,medium,1,2.535644,ATT,f,28,56,32,2,5,4,0
027,1,Horse,Long,Right,low,1,5.135438,ATT,f,28,56,32,2,5,4,0
027,1,Sheep,Short,Right,high,1,2.2329999,ATT,f,28,56,32,2,5,4,0
027,1,Pig,Short,Right,high,1,2.9722519,ATT,f,28,56,32,2,5,4,0
027,1,Pig,Short,Right,medium,1,0.7283717,ATT,f,28,56,32,2,5,4,0
027,1,Camel,Short,Right,high,1,2.6108944,ATT,f,28,56,32,2,5,4,0
027,1,Hippo,Short,Left,high,1,2.1907701,ATT,f,28,56,32,2,5,4,0
027,1,Wolf,Long,Right,low,1,2.3879682,ATT,f,28,56,32,2,5,4,0
027,1,Lamb,Short,Right,medium,1,2.4527205,ATT,f,28,56,32,2,5,4,0
027,1,Mole,Short,Right,medium,1,1.4445336,ATT,f,28,56,32,2,5,4,0
027,1,Pig,Short,Right,low,1,1.5789401,ATT,f,28,56,32,2,5,4,0
027,1,Monkey,Long,Left,high,1,4.3979113,ATT,f,28,56,32,2,5,4,0
027,1,Panda,Short,Left,low,1,1.3289745,ATT,f,28,56,32,2,5,4,0
027,1,Lion,Long,Right,high,1,2.1072131,ATT,f,28,56,32,2,5,4,0
027,1,Zebra,Long,Left,medium,1,3.1870218,ATT,f,28,56,32,2,5,4,0
027,1,Giraffe,Long,Left,high,0,2.0093476,ATT,f,28,56,32,2,5,4,0
027,1,Tiger,Long,Right,high,1,2.0708229,ATT,f,28,56,32,2,5,4,0
027,1,Kangaroo,Long,Left,low,1,1.7688465,ATT,f,28,56,32,2,5,4,0
027,1,Kangaroo,Long,Left,medium,1,1.1149229,ATT,f,28,56,32,2,5,4,0
027,1,Camel,Short,Right,low,1,1.7652893,ATT,f,28,56,32,2,5,4,0
027,1,Giraffe,Long,Left,medium,0,1.6555689,ATT,f,28,56,32,2,5,4,0
027,1,Camel,Short,Right,medium,1,5.593409,ATT,f,28,56,32,2,5,4,0
027,1,Lamb,Short,Right,low,1,3.39916,ATT,f,28,56,32,2,5,4,0
027,1,Goat,Short,Left,low,1,6.2600131,ATT,f,28,56,32,2,5,4,0
027,1,Bull,Long,Left,low,0,2.3578182,ATT,f,28,56,32,2,5,4,0
027,1,Fox,Long,Right,low,1,4.0295848,ATT,f,28,56,32,2,5,4,0
027,1,Crow,Long,Left,high,1,1.7972878,ATT,f,28,56,32,2,5,4,0
027,1,Tiger,Long,Right,medium,1,1.4114913,ATT,f,28,56,32,2,5,4,0
027,1,Deer,Short,Left,high,1,2.5026957,ATT,f,28,56,32,2,5,4,0
027,1,Chameleon,Long,Right,high,1,1.3582122,ATT,f,28,56,32,2,5,4,0
027,1,Kangaroo,Long,Left,high,1,2.9608292,ATT,f,28,56,32,2,5,4,0
027,1,Goat,Short,Left,high,1,2.1906952,ATT,f,28,56,32,2,5,4,0
027,1,Lamb,Short,Right,high,1,1.7562735,ATT,f,28,56,32,2,5,4,0
027,1,Giraffe,Long,Left,low,1,2.3731446,ATT,f,28,56,32,2,5,4,0
027,1,Wolf,Long,Right,high,1,1.3988665,ATT,f,28,56,32,2,5,4,0
027,1,Gazelle,Short,Right,high,1,2.1757071,ATT,f,28,56,32,2,5,4,0
027,1,Horse,Long,Right,high,0,2.1189003,ATT,f,28,56,32,2,5,4,0
027,1,Jaguar,Long,Left,medium,1,3.0970623,ATT,f,28,56,32,2,5,4,0
027,1,Rhino,Short,Left,medium,1,1.3902031,ATT,f,28,56,32,2,5,4,0
027,1,Fox,Long,Right,high,1,1.379778,ATT,f,28,56,32,2,5,4,0
027,1,Chameleon,Long,Right,medium,1,3.4768001,ATT,f,28,56,32,2,5,4,0
027,1,Rhino,Short,Left,high,1,2.1870812,ATT,f,28,56,32,2,5,4,0
027,1,Goat,Short,Left,medium,1,5.3461682,ATT,f,28,56,32,2,5,4,0
027,1,Horse,Long,Right,medium,0,2.2254783,ATT,f,28,56,32,2,5,4,0
027,1,Hippo,Short,Left,low,1,4.2447123,ATT,f,28,56,32,2,5,4,0
027,1,Bear,Short,Left,low,1,5.020492,ATT,f,28,56,32,2,5,4,0
027,1,Crow,Long,Left,low,1,1.163079,ATT,f,28,56,32,2,5,4,0
027,1,Rhino,Short,Left,low,1,4.3924122,ATT,f,28,56,32,2,5,4,0
027,1,Bull,Long,Left,medium,0,4.5775034,ATT,f,28,56,32,2,5,4,0
027,1,Elephant,Short,Right,high,1,2.003988,ATT,f,28,56,32,2,5,4,0
027,1,Lion,Long,Right,medium,1,4.8226301,ATT,f,28,56,32,2,5,4,0
027,1,Mole,Short,Right,high,1,3.434632,ATT,f,28,56,32,2,5,4,0
028,1,Lamb,Short,Right,high,1,6.0437115,ATT,m,18,53,45,2,3,6,0
028,1,Jaguar,Long,Left,high,1,1.4345668,ATT,m,18,53,45,2,3,6,0
028,1,Bull,Long,Left,high,1,1.3723059,ATT,m,18,53,45,2,3,6,0
028,1,Lion,Long,Right,high,1,1.3609359,ATT,m,18,53,45,2,3,6,0
028,1,Zebra,Long,Left,low,1,1.9130961,ATT,m,18,53,45,2,3,6,0
028,1,Elephant,Short,Right,high,1,2.0559153,ATT,m,18,53,45,2,3,6,0
028,1,Pig,Short,Right,medium,1,2.0475538,ATT,m,18,53,45,2,3,6,0
028,1,Giraffe,Long,Left,high,1,2.7760135,ATT,m,18,53,45,2,3,6,0
028,1,Pig,Short,Right,low,1,1.6726269,ATT,m,18,53,45,2,3,6,0
028,1,Goat,Short,Left,low,0,1.8516277,ATT,m,18,53,45,2,3,6,0
028,1,Jaguar,Long,Left,medium,1,4.3377174,ATT,m,18,53,45,2,3,6,0
028,1,Deer,Short,Left,medium,1,1.9610171,ATT,m,18,53,45,2,3,6,0
028,1,Bull,Long,Left,low,1,2.0553623,ATT,m,18,53,45,2,3,6,0
028,1,Panda,Short,Left,high,1,1.0338401,ATT,m,18,53,45,2,3,6,0
028,1,Horse,Long,Right,low,1,1.1904196,ATT,m,18,53,45,2,3,6,0
028,1,Camel,Short,Right,medium,0,2.2955876,ATT,m,18,53,45,2,3,6,0
028,1,Pig,Short,Right,high,1,2.0581478,ATT,m,18,53,45,2,3,6,0
028,1,Giraffe,Long,Left,medium,1,1.1367999,ATT,m,18,53,45,2,3,6,0
028,1,Wolf,Long,Right,low,1,2.1952845,ATT,m,18,53,45,2,3,6,0
028,1,Chameleon,Long,Right,high,1,2.5971827,ATT,m,18,53,45,2,3,6,0
028,1,Elephant,Short,Right,low,1,2.5578428,ATT,m,18,53,45,2,3,6,0
028,1,Deer,Short,Left,low,0,2.7961036,ATT,m,18,53,45,2,3,6,0
028,1,Monkey,Long,Left,high,1,1.7675966,ATT,m,18,53,45,2,3,6,0
028,1,Mole,Short,Right,low,1,1.6300819,ATT,m,18,53,45,2,3,6,0
028,1,Goat,Short,Left,high,0,1.7338939,ATT,m,18,53,45,2,3,6,0
028,1,Hippo,Short,Left,medium,1,1.8566772,ATT,m,18,53,45,2,3,6,0
028,1,Tiger,Long,Right,medium,1,2.2754089,ATT,m,18,53,45,2,3,6,0
028,1,Crow,Long,Left,medium,0,1.1847632,ATT,m,18,53,45,2,3,6,0
028,1,Giraffe,Long,Left,low,0,2.3740334,ATT,m,18,53,45,2,3,6,0
028,1,Jaguar,Long,Left,low,1,5.7375452,ATT,m,18,53,45,2,3,6,0
028,1,Fox,Long,Right,medium,1,1.9804242,ATT,m,18,53,45,2,3,6,0
028,1,Kangaroo,Long,Left,high,1,1.4458357,ATT,m,18,53,45,2,3,6,0
028,1,Gazelle,Short,Right,high,1,2.4988831,ATT,m,18,53,45,2,3,6,0
028,1,Horse,Long,Right,high,1,1.7569812,ATT,m,18,53,45,2,3,6,0
028,1,Lamb,Short,Right,low,0,1.5432359,ATT,m,18,53,45,2,3,6,0
028,1,Monkey,Long,Left,low,1,1.4523403,ATT,m,18,53,45,2,3,6,0
028,1,Rhino,Short,Left,low,1,1.4931431,ATT,m,18,53,45,2,3,6,0
028,1,Tiger,Long,Right,low,1,1.3354549,ATT,m,18,53,45,2,3,6,0
028,1,Sheep,Short,Right,medium,1,1.7586846,ATT,m,18,53,45,2,3,6,0
028,1,Gazelle,Short,Right,low,0,1.6105257,ATT,m,18,53,45,2,3,6,0
028,1,Crow,Long,Left,low,1,1.5360963,ATT,m,18,53,45,2,3,6,0
028,1,Deer,Short,Left,high,1,0.9134511,ATT,m,18,53,45,2,3,6,0
028,1,Bear,Short,Left,low,1,2.1166936,ATT,m,18,53,45,2,3,6,0
028,1,Lamb,Short,Right,medium,1,1.2327826,ATT,m,18,53,45,2,3,6,0
028,1,Zebra,Long,Left,high,1,1.1380896,ATT,m,18,53,45,2,3,6,0
028,1,Hippo,Short,Left,high,1,3.0263201,ATT,m,18,53,45,2,3,6,0
028,1,Crow,Long,Left,high,0,2.2969526,ATT,m,18,53,45,2,3,6,0
028,1,Wolf,Long,Right,high,1,1.630263,ATT,m,18,53,45,2,3,6,0
028,1,Elephant,Short,Right,medium,1,1.408585,ATT,m,18,53,45,2,3,6,0
028,1,Camel,Short,Right,low,0,1.7315232,ATT,m,18,53,45,2,3,6,0
028,1,Rhino,Short,Left,high,1,2.5509489,ATT,m,18,53,45,2,3,6,0
028,1,Lion,Long,Right,low,1,2.2639097,ATT,m,18,53,45,2,3,6,0
028,1,Camel,Short,Right,high,0,2.156066,ATT,m,18,53,45,2,3,6,0
028,1,Kangaroo,Long,Left,low,1,1.6186277,ATT,m,18,53,45,2,3,6,0
028,1,Chameleon,Long,Right,low,1,4.4885316,ATT,m,18,53,45,2,3,6,0
028,1,Hippo,Short,Left,low,1,1.3446703,ATT,m,18,53,45,2,3,6,0
028,1,Mole,Short,Right,medium,1,0.9894454,ATT,m,18,53,45,2,3,6,0
028,1,Fox,Long,Right,high,1,1.2763057,ATT,m,18,53,45,2,3,6,0
028,1,Sheep,Short,Right,low,1,1.6386711,ATT,m,18,53,45,2,3,6,0
028,1,Bear,Short,Left,medium,1,1.1700892,ATT,m,18,53,45,2,3,6,0
028,1,Gazelle,Short,Right,medium,1,1.5291246,ATT,m,18,53,45,2,3,6,0
028,1,Fox,Long,Right,low,1,1.3208823,ATT,m,18,53,45,2,3,6,0
028,1,Chameleon,Long,Right,medium,1,2.0157436,ATT,m,18,53,45,2,3,6,0
028,1,Bear,Short,Left,high,1,0.8339389,ATT,m,18,53,45,2,3,6,0
028,1,Bull,Long,Left,medium,0,2.2924415,ATT,m,18,53,45,2,3,6,0
028,1,Kangaroo,Long,Left,medium,1,0.7948425,ATT,m,18,53,45,2,3,6,0
028,1,Panda,Short,Left,low,1,2.4663334,ATT,m,18,53,45,2,3,6,0
028,1,Zebra,Long,Left,medium,1,2.5271885,ATT,m,18,53,45,2,3,6,0
028,1,Wolf,Long,Right,medium,1,1.5238019,ATT,m,18,53,45,2,3,6,0
028,1,Mole,Short,Right,high,1,0.7819604,ATT,m,18,53,45,2,3,6,0
028,1,Horse,Long,Right,medium,1,0.9029732,ATT,m,18,53,45,2,3,6,0
028,1,Monkey,Long,Left,medium,1,1.1509986,ATT,m,18,53,45,2,3,6,0
028,1,Tiger,Long,Right,high,1,0.6048491,ATT,m,18,53,45,2,3,6,0
028,1,Sheep,Short,Right,high,1,0.7752024,ATT,m,18,53,45,2,3,6,0
028,1,Panda,Short,Left,medium,1,1.0531769,ATT,m,18,53,45,2,3,6,0
028,1,Goat,Short,Left,medium,1,2.4202424,ATT,m,18,53,45,2,3,6,0
028,1,Rhino,Short,Left,medium,1,1.2132026,ATT,m,18,53,45,2,3,6,0
028,1,Lion,Long,Right,medium,1,0.9361798,ATT,m,18,53,45,2,3,6,0
035,1,Panda,Short,Left,high,1,4.5421883,PFT,f,22,51,26,1,3,4,0
035,1,Bull,Long,Left,medium,1,2.3470734,PFT,f,22,51,26,1,3,4,0
035,1,Hippo,Short,Left,low,1,1.7222561,PFT,f,22,51,26,1,3,4,0
035,1,Lamb,Short,Right,low,1,3.7164869,PFT,f,22,51,26,1,3,4,0
035,1,Panda,Short,Left,low,1,1.8342291,PFT,f,22,51,26,1,3,4,0
035,1,Giraffe,Long,Left,high,1,1.3806743,PFT,f,22,51,26,1,3,4,0
035,1,Horse,Long,Right,medium,1,1.0925783,PFT,f,22,51,26,1,3,4,0
035,1,Horse,Long,Right,high,1,4.6277284,PFT,f,22,51,26,1,3,4,0
035,1,Wolf,Long,Right,low,0,3.2829586,PFT,f,22,51,26,1,3,4,0
035,1,Crow,Long,Left,low,0,1.8900984,PFT,f,22,51,26,1,3,4,0
035,1,Tiger,Long,Right,high,1,2.8344218,PFT,f,22,51,26,1,3,4,0
035,1,Jaguar,Long,Left,medium,1,2.4420889,PFT,f,22,51,26,1,3,4,0
035,1,Fox,Long,Right,low,1,2.0745006,PFT,f,22,51,26,1,3,4,0
035,1,Fox,Long,Right,medium,1,1.7762054,PFT,f,22,51,26,1,3,4,0
035,1,Pig,Short,Right,medium,1,1.5145568,PFT,f,22,51,26,1,3,4,0
035,1,Bear,Short,Left,low,1,2.4836561,PFT,f,22,51,26,1,3,4,0
035,1,Pig,Short,Right,low,1,1.7801384,PFT,f,22,51,26,1,3,4,0
035,1,Bear,Short,Left,high,1,1.7483084,PFT,f,22,51,26,1,3,4,0
035,1,Camel,Short,Right,high,1,1.4542882,PFT,f,22,51,26,1,3,4,0
035,1,Camel,Short,Right,low,1,2.8462571,PFT,f,22,51,26,1,3,4,0
035,1,Deer,Short,Left,low,0,1.4410992,PFT,f,22,51,26,1,3,4,0
035,1,Sheep,Short,Right,medium,1,2.4879258,PFT,f,22,51,26,1,3,4,0
035,1,Elephant,Short,Right,medium,0,1.2779726,PFT,f,22,51,26,1,3,4,0
035,1,Lamb,Short,Right,high,1,1.6848917,PFT,f,22,51,26,1,3,4,0
035,1,Rhino,Short,Left,low,0,3.8083953,PFT,f,22,51,26,1,3,4,0
035,1,Tiger,Long,Right,low,1,2.4816123,PFT,f,22,51,26,1,3,4,0
035,1,Goat,Short,Left,medium,1,1.3157114,PFT,f,22,51,26,1,3,4,0
035,1,Mole,Short,Right,low,0,2.8299001,PFT,f,22,51,26,1,3,4,0
035,1,Mole,Short,Right,medium,1,4.6736291,PFT,f,22,51,26,1,3,4,0
035,1,Gazelle,Short,Right,low,1,4.2021217,PFT,f,22,51,26,1,3,4,0
035,1,Zebra,Long,Left,low,1,1.2463275,PFT,f,22,51,26,1,3,4,0
035,1,Fox,Long,Right,high,1,1.1057204,PFT,f,22,51,26,1,3,4,0
035,1,Panda,Short,Left,medium,1,0.6652112,PFT,f,22,51,26,1,3,4,0
035,1,Horse,Long,Right,low,1,0.8545842,PFT,f,22,51,26,1,3,4,0
035,1,Bull,Long,Left,high,1,1.556405,PFT,f,22,51,26,1,3,4,0
035,1,Rhino,Short,Left,high,0,1.7399894,PFT,f,22,51,26,1,3,4,0
035,1,Kangaroo,Long,Left,high,1,2.7947983,PFT,f,22,51,26,1,3,4,0
035,1,Giraffe,Long,Left,medium,1,2.086893,PFT,f,22,51,26,1,3,4,0
035,1,Sheep,Short,Right,low,1,4.1575698,PFT,f,22,51,26,1,3,4,0
035,1,Hippo,Short,Left,high,1,3.0224455,PFT,f,22,51,26,1,3,4,0
035,1,Camel,Short,Right,medium,0,2.2722609,PFT,f,22,51,26,1,3,4,0
035,1,Lion,Long,Right,low,0,4.4875862,PFT,f,22,51,26,1,3,4,0
035,1,Lion,Long,Right,medium,0,1.3524161,PFT,f,22,51,26,1,3,4,0
035,1,Goat,Short,Left,low,1,3.5553505,PFT,f,22,51,26,1,3,4,0
035,1,Gazelle,Short,Right,medium,1,1.617432,PFT,f,22,51,26,1,3,4,0
035,1,Elephant,Short,Right,high,0,0.8892798,PFT,f,22,51,26,1,3,4,0
035,1,Wolf,Long,Right,high,1,1.3343037,PFT,f,22,51,26,1,3,4,0
035,1,Chameleon,Long,Right,low,1,2.0737867,PFT,f,22,51,26,1,3,4,0
035,1,Monkey,Long,Left,medium,1,2.6646317,PFT,f,22,51,26,1,3,4,0
035,1,Sheep,Short,Right,high,1,1.1232406,PFT,f,22,51,26,1,3,4,0
035,1,Mole,Short,Right,high,1,1.8732591,PFT,f,22,51,26,1,3,4,0
035,1,Elephant,Short,Right,low,0,1.0719644,PFT,f,22,51,26,1,3,4,0
035,1,Monkey,Long,Left,low,1,1.6606016,PFT,f,22,51,26,1,3,4,0
035,1,Jaguar,Long,Left,low,1,1.3007234,PFT,f,22,51,26,1,3,4,0
035,1,Bear,Short,Left,medium,1,1.1611275,PFT,f,22,51,26,1,3,4,0
035,1,Monkey,Long,Left,high,1,1.1034087,PFT,f,22,51,26,1,3,4,0
035,1,Crow,Long,Left,high,1,1.034168,PFT,f,22,51,26,1,3,4,0
035,1,Bull,Long,Left,low,1,2.6121124,PFT,f,22,51,26,1,3,4,0
035,1,Zebra,Long,Left,high,1,4.211516,PFT,f,22,51,26,1,3,4,0
035,1,Chameleon,Long,Right,medium,1,1.6639921,PFT,f,22,51,26,1,3,4,0
035,1,Pig,Short,Right,high,1,0.7499525,PFT,f,22,51,26,1,3,4,0
035,1,Hippo,Short,Left,medium,0,1.5291868,PFT,f,22,51,26,1,3,4,0
035,1,Zebra,Long,Left,medium,1,0.9504977,PFT,f,22,51,26,1,3,4,0
035,1,Deer,Short,Left,medium,1,1.1600218,PFT,f,22,51,26,1,3,4,0
035,1,Rhino,Short,Left,medium,0,0.9630494,PFT,f,22,51,26,1,3,4,0
035,1,Tiger,Long,Right,medium,1,1.2001579,PFT,f,22,51,26,1,3,4,0
035,1,Lamb,Short,Right,medium,1,0.6275359,PFT,f,22,51,26,1,3,4,0
035,1,Kangaroo,Long,Left,medium,1,3.375369,PFT,f,22,51,26,1,3,4,0
035,1,Lion,Long,Right,high,1,6.0233607,PFT,f,22,51,26,1,3,4,0
035,1,Chameleon,Long,Right,high,0,4.9224547,PFT,f,22,51,26,1,3,4,0
035,1,Kangaroo,Long,Left,low,1,1.8510426,PFT,f,22,51,26,1,3,4,0
035,1,Wolf,Long,Right,medium,1,2.0371862,PFT,f,22,51,26,1,3,4,0
035,1,Deer,Short,Left,high,1,1.921671,PFT,f,22,51,26,1,3,4,0
035,1,Gazelle,Short,Right,high,1,0.9785031,PFT,f,22,51,26,1,3,4,0
